crop,yield,rainfall,temperature
Maize,24140,1083,24.51
Maize,24140,1083,26.83
Maize,24140,1083,26.83
Maize,24140,1083,25.66
Potatoes,192973,1083,25.57
Potatoes,192973,1083,27.05
Potatoes,192973,1083,25.78
Potatoes,192973,1083,24.25
Potatoes,192973,1083,25.35
Potatoes,192973,1083,25.65
Potatoes,192973,1083,25.68
Potatoes,192973,1083,26.52
Potatoes,192973,1083,27.45
Potatoes,192973,1083,25.3
Potatoes,192973,1083,25.88
Potatoes,192973,1083,25.11
Potatoes,192973,1083,24.25
Potatoes,192973,1083,26.19
Potatoes,192973,1083,25.68
Potatoes,192973,1083,25.56
Potatoes,192973,1083,25.23
Potatoes,192973,1083,26.51
Potatoes,192973,1083,24.51
Potatoes,192973,1083,26.83
Potatoes,192973,1083,26.83
Potatoes,192973,1083,25.66
Rice,32509,1083,25.57
Rice,32509,1083,27.05
Rice,32509,1083,25.78
Rice,32509,1083,24.25
Rice,32509,1083,25.35
Rice,32509,1083,25.65
Rice,32509,1083,25.68
Rice,32509,1083,26.52
Rice,32509,1083,27.45
Rice,32509,1083,25.3
Rice,32509,1083,25.88
Rice,32509,1083,25.11
Rice,32509,1083,24.25
Rice,32509,1083,26.19
Rice,32509,1083,25.68
Rice,32509,1083,25.56
Rice,32509,1083,25.23
Rice,32509,1083,26.51
Rice,32509,1083,24.51
Rice,32509,1083,26.83
Rice,32509,1083,26.83
Rice,32509,1083,25.66
Sorghum,10209,1083,25.57
Sorghum,10209,1083,27.05
Sorghum,10209,1083,25.78
Sorghum,10209,1083,24.25
Sorghum,10209,1083,25.35
Sorghum,10209,1083,25.65
Sorghum,10209,1083,25.68
Sorghum,10209,1083,26.52
Sorghum,10209,1083,27.45
Sorghum,10209,1083,25.3
Sorghum,10209,1083,25.88
Sorghum,10209,1083,25.11
Sorghum,10209,1083,24.25
Sorghum,10209,1083,26.19
Sorghum,10209,1083,25.68
Sorghum,10209,1083,25.56
Sorghum,10209,1083,25.23
Sorghum,10209,1083,26.51
Sorghum,10209,1083,24.51
Sorghum,10209,1083,26.83
Sorghum,10209,1083,26.83
Sorghum,10209,1083,25.66
Soybeans,10415,1083,25.57
Soybeans,10415,1083,27.05
Soybeans,10415,1083,25.78
Soybeans,10415,1083,24.25
Soybeans,10415,1083,25.35
Soybeans,10415,1083,25.65
Soybeans,10415,1083,25.68
Soybeans,10415,1083,26.52
Soybeans,10415,1083,27.45
Soybeans,10415,1083,25.3
Soybeans,10415,1083,25.88
Soybeans,10415,1083,25.11
Soybeans,10415,1083,24.25
Soybeans,10415,1083,26.19
Soybeans,10415,1083,25.68
Soybeans,10415,1083,25.56
Soybeans,10415,1083,25.23
Soybeans,10415,1083,26.51
Soybeans,10415,1083,24.51
Soybeans,10415,1083,26.83
Soybeans,10415,1083,26.83
Soybeans,10415,1083,25.66
Spotatoes,88943,1083,25.57
Spotatoes,88943,1083,27.05
Spotatoes,88943,1083,25.78
Spotatoes,88943,1083,24.25
Spotatoes,88943,1083,25.35
Spotatoes,88943,1083,25.65
Spotatoes,88943,1083,25.68
Spotatoes,88943,1083,26.52
Spotatoes,88943,1083,27.45
Spotatoes,88943,1083,25.3
Spotatoes,88943,1083,25.88
Spotatoes,88943,1083,25.11
Spotatoes,88943,1083,24.25
Spotatoes,88943,1083,26.19
Spotatoes,88943,1083,25.68
Spotatoes,88943,1083,25.56
Spotatoes,88943,1083,25.23
Spotatoes,88943,1083,26.51
Spotatoes,88943,1083,24.51
Spotatoes,88943,1083,26.83
Spotatoes,88943,1083,26.83
Spotatoes,88943,1083,25.66
Wheat,28022,1083,25.57
Wheat,28022,1083,27.05
Wheat,28022,1083,25.78
Wheat,28022,1083,24.25
Wheat,28022,1083,25.35
Wheat,28022,1083,25.65
Wheat,28022,1083,25.68
Wheat,28022,1083,26.52
Wheat,28022,1083,27.45
Wheat,28022,1083,25.3
Wheat,28022,1083,25.88
Wheat,28022,1083,25.11
Wheat,28022,1083,24.25
Wheat,28022,1083,26.19
Wheat,28022,1083,25.68
Wheat,28022,1083,25.56
Wheat,28022,1083,25.23
Wheat,28022,1083,26.51
Wheat,28022,1083,24.51
Wheat,28022,1083,26.83
Wheat,28022,1083,26.83
Wheat,28022,1083,25.66
Cassava,343433,1083,26.55
Cassava,343433,1083,28.1
Cassava,343433,1083,26.76
Cassava,343433,1083,24.87
Cassava,343433,1083,25.73
Cassava,343433,1083,26.68
Cassava,343433,1083,26.55
Cassava,343433,1083,27.15
Cassava,343433,1083,28.03
Cassava,343433,1083,26.41
Cassava,343433,1083,26.92
Cassava,343433,1083,25.99
Cassava,343433,1083,24.87
Cassava,343433,1083,27.14
Cassava,343433,1083,26.55
Cassava,343433,1083,26.31
Cassava,343433,1083,25.87
Cassava,343433,1083,27.43
Cassava,343433,1083,25.38
Cassava,343433,1083,27.82
Cassava,343433,1083,27.82
Cassava,343433,1083,26.55
Maize,20238,1083,26.55
Maize,20238,1083,28.1
Maize,20238,1083,26.76
Maize,20238,1083,24.87
Maize,20238,1083,25.73
Maize,20238,1083,26.68
Maize,20238,1083,26.55
Maize,20238,1083,27.15
Maize,20238,1083,28.03
Maize,20238,1083,26.41
Maize,20238,1083,26.92
Maize,20238,1083,25.99
Maize,20238,1083,24.87
Maize,20238,1083,27.14
Maize,20238,1083,26.55
Maize,20238,1083,26.31
Maize,20238,1083,25.87
Maize,20238,1083,27.43
Maize,20238,1083,25.38
Maize,20238,1083,27.82
Maize,20238,1083,27.82
Maize,20238,1083,26.55
Potatoes,188103,1083,26.55
Potatoes,188103,1083,28.1
Potatoes,188103,1083,26.76
Potatoes,188103,1083,24.87
Potatoes,188103,1083,25.73
Potatoes,188103,1083,26.68
Potatoes,188103,1083,26.55
Potatoes,188103,1083,27.15
Potatoes,188103,1083,28.03
Potatoes,188103,1083,26.41
Potatoes,188103,1083,26.92
Potatoes,188103,1083,25.99
Potatoes,188103,1083,24.87
Potatoes,188103,1083,27.14
Potatoes,188103,1083,26.55
Potatoes,188103,1083,26.31
Potatoes,188103,1083,25.87
Potatoes,188103,1083,27.43
Potatoes,188103,1083,25.38
Potatoes,188103,1083,27.82
Potatoes,188103,1083,27.82
Potatoes,188103,1083,26.55
Rice,32366,1083,26.55
Rice,32366,1083,28.1
Rice,32366,1083,26.76
Rice,32366,1083,24.87
Rice,32366,1083,25.73
Rice,32366,1083,26.68
Rice,32366,1083,26.55
Rice,32366,1083,27.15
Rice,32366,1083,28.03
Rice,32366,1083,26.41
Rice,32366,1083,26.92
Rice,32366,1083,25.99
Rice,32366,1083,24.87
Rice,32366,1083,27.14
Rice,32366,1083,26.55
Rice,32366,1083,26.31
Rice,32366,1083,25.87
Rice,32366,1083,27.43
Rice,32366,1083,25.38
Rice,32366,1083,27.82
Rice,32366,1083,27.82
Rice,32366,1083,26.55
Sorghum,9621,1083,26.55
Sorghum,9621,1083,28.1
Sorghum,9621,1083,26.76
Sorghum,9621,1083,24.87
Sorghum,9621,1083,25.73
Sorghum,9621,1083,26.68
Sorghum,9621,1083,26.55
Sorghum,9621,1083,27.15
Sorghum,9621,1083,28.03
Sorghum,9621,1083,26.41
Sorghum,9621,1083,26.92
Sorghum,9621,1083,25.99
Sorghum,9621,1083,24.87
Sorghum,9621,1083,27.14
Sorghum,9621,1083,26.55
Sorghum,9621,1083,26.31
Sorghum,9621,1083,25.87
Sorghum,9621,1083,27.43
Sorghum,9621,1083,25.38
Sorghum,9621,1083,27.82
Sorghum,9621,1083,27.82
Sorghum,9621,1083,26.55
Soybeans,10236,1083,26.55
Soybeans,10236,1083,28.1
Soybeans,10236,1083,26.76
Soybeans,10236,1083,24.87
Soybeans,10236,1083,25.73
Soybeans,10236,1083,26.68
Soybeans,10236,1083,26.55
Soybeans,10236,1083,27.15
Soybeans,10236,1083,28.03
Soybeans,10236,1083,26.41
Soybeans,10236,1083,26.92
Soybeans,10236,1083,25.99
Soybeans,10236,1083,24.87
Soybeans,10236,1083,27.14
Soybeans,10236,1083,26.55
Soybeans,10236,1083,26.31
Soybeans,10236,1083,25.87
Soybeans,10236,1083,27.43
Soybeans,10236,1083,25.38
Soybeans,10236,1083,27.82
Soybeans,10236,1083,27.82
Soybeans,10236,1083,26.55
Spotatoes,90080,1083,26.55
Spotatoes,90080,1083,28.1
Spotatoes,90080,1083,26.76
Spotatoes,90080,1083,24.87
Spotatoes,90080,1083,25.73
Spotatoes,90080,1083,26.68
Spotatoes,90080,1083,26.55
Spotatoes,90080,1083,27.15
Spotatoes,90080,1083,28.03
Spotatoes,90080,1083,26.41
Spotatoes,90080,1083,26.92
Spotatoes,90080,1083,25.99
Spotatoes,90080,1083,24.87
Spotatoes,90080,1083,27.14
Spotatoes,90080,1083,26.55
Spotatoes,90080,1083,26.31
Spotatoes,90080,1083,25.87
Spotatoes,90080,1083,27.43
Spotatoes,90080,1083,25.38
Spotatoes,90080,1083,27.82
Spotatoes,90080,1083,27.82
Spotatoes,90080,1083,26.55
Wheat,29071,1083,26.55
Wheat,29071,1083,28.1
Wheat,29071,1083,26.76
Wheat,29071,1083,24.87
Wheat,29071,1083,25.73
Wheat,29071,1083,26.68
Wheat,29071,1083,26.55
Wheat,29071,1083,27.15
Wheat,29071,1083,28.03
Wheat,29071,1083,26.41
Wheat,29071,1083,26.92
Wheat,29071,1083,25.99
Wheat,29071,1083,24.87
Wheat,29071,1083,27.14
Wheat,29071,1083,26.55
Wheat,29071,1083,26.31
Wheat,29071,1083,25.87
Wheat,29071,1083,27.43
Wheat,29071,1083,25.38
Wheat,29071,1083,27.82
Wheat,29071,1083,27.82
Wheat,29071,1083,26.55
Cassava,347555,1083,26.51
Cassava,347555,1083,28.02
Cassava,347555,1083,26.81
Cassava,347555,1083,24.98
Cassava,347555,1083,25.71
Cassava,347555,1083,26.61
Cassava,347555,1083,26.52
Cassava,347555,1083,27.29
Cassava,347555,1083,27.69
Cassava,347555,1083,26.31
Cassava,347555,1083,26.82
Cassava,347555,1083,26.02
Cassava,347555,1083,24.98
Cassava,347555,1083,26.93
Cassava,347555,1083,26.52
Cassava,347555,1083,26.54
Cassava,347555,1083,25.75
Cassava,347555,1083,27.16
Cassava,347555,1083,25.54
Cassava,347555,1083,27.68
Cassava,347555,1083,27.68
Cassava,347555,1083,26.67
Maize,25401,1083,26.51
Maize,25401,1083,28.02
Maize,25401,1083,26.81
Maize,25401,1083,24.98
Maize,25401,1083,25.71
Maize,25401,1083,26.61
Maize,25401,1083,26.52
Maize,25401,1083,27.29
Maize,25401,1083,27.69
Maize,25401,1083,26.31
Maize,25401,1083,26.82
Maize,25401,1083,26.02
Maize,25401,1083,24.98
Maize,25401,1083,26.93
Maize,25401,1083,26.52
Maize,25401,1083,26.54
Maize,25401,1083,25.75
Maize,25401,1083,27.16
Maize,25401,1083,25.54
Maize,25401,1083,27.68
Maize,25401,1083,27.68
Maize,25401,1083,26.67
Potatoes,199299,1083,26.51
Potatoes,199299,1083,28.02
Potatoes,199299,1083,26.81
Potatoes,199299,1083,24.98
Potatoes,199299,1083,25.71
Potatoes,199299,1083,26.61
Potatoes,199299,1083,26.52
Potatoes,199299,1083,27.29
Potatoes,199299,1083,27.69
Potatoes,199299,1083,26.31
Potatoes,199299,1083,26.82
Potatoes,199299,1083,26.02
Potatoes,199299,1083,24.98
Potatoes,199299,1083,26.93
Potatoes,199299,1083,26.52
Potatoes,199299,1083,26.54
Potatoes,199299,1083,25.75
Potatoes,199299,1083,27.16
Potatoes,199299,1083,25.54
Potatoes,199299,1083,27.68
Potatoes,199299,1083,27.68
Potatoes,199299,1083,26.67
Rice,33587,1083,26.51
Rice,33587,1083,28.02
Rice,33587,1083,26.81
Rice,33587,1083,24.98
Rice,33587,1083,25.71
Rice,33587,1083,26.61
Rice,33587,1083,26.52
Rice,33587,1083,27.29
Rice,33587,1083,27.69
Rice,33587,1083,26.31
Rice,33587,1083,26.82
Rice,33587,1083,26.02
Rice,33587,1083,24.98
Rice,33587,1083,26.93
Rice,33587,1083,26.52
Rice,33587,1083,26.54
Rice,33587,1083,25.75
Rice,33587,1083,27.16
Rice,33587,1083,25.54
Rice,33587,1083,27.68
Rice,33587,1083,27.68
Rice,33587,1083,26.67
Sorghum,8602,1083,26.51
Sorghum,8602,1083,28.02
Sorghum,8602,1083,26.81
Sorghum,8602,1083,24.98
Sorghum,8602,1083,25.71
Sorghum,8602,1083,26.61
Sorghum,8602,1083,26.52
Sorghum,8602,1083,27.29
Sorghum,8602,1083,27.69
Sorghum,8602,1083,26.31
Sorghum,8602,1083,26.82
Sorghum,8602,1083,26.02
Sorghum,8602,1083,24.98
Sorghum,8602,1083,26.93
Sorghum,8602,1083,26.52
Sorghum,8602,1083,26.54
Sorghum,8602,1083,25.75
Sorghum,8602,1083,27.16
Sorghum,8602,1083,25.54
Sorghum,8602,1083,27.68
Sorghum,8602,1083,27.68
Sorghum,8602,1083,26.67
Soybeans,13330,1083,26.51
Soybeans,13330,1083,28.02
Soybeans,13330,1083,26.81
Soybeans,13330,1083,24.98
Soybeans,13330,1083,25.71
Soybeans,13330,1083,26.61
Soybeans,13330,1083,26.52
Soybeans,13330,1083,27.29
Soybeans,13330,1083,27.69
Soybeans,13330,1083,26.31
Soybeans,13330,1083,26.82
Soybeans,13330,1083,26.02
Soybeans,13330,1083,24.98
Soybeans,13330,1083,26.93
Soybeans,13330,1083,26.52
Soybeans,13330,1083,26.54
Soybeans,13330,1083,25.75
Soybeans,13330,1083,27.16
Soybeans,13330,1083,25.54
Soybeans,13330,1083,27.68
Soybeans,13330,1083,27.68
Soybeans,13330,1083,26.67
Spotatoes,92069,1083,26.51
Spotatoes,92069,1083,28.02
Spotatoes,92069,1083,26.81
Spotatoes,92069,1083,24.98
Spotatoes,92069,1083,25.71
Spotatoes,92069,1083,26.61
Spotatoes,92069,1083,26.52
Spotatoes,92069,1083,27.29
Spotatoes,92069,1083,27.69
Spotatoes,92069,1083,26.31
Spotatoes,92069,1083,26.82
Spotatoes,92069,1083,26.02
Spotatoes,92069,1083,24.98
Spotatoes,92069,1083,26.93
Spotatoes,92069,1083,26.52
Spotatoes,92069,1083,26.54
Spotatoes,92069,1083,25.75
Spotatoes,92069,1083,27.16
Spotatoes,92069,1083,25.54
Spotatoes,92069,1083,27.68
Spotatoes,92069,1083,27.68
Spotatoes,92069,1083,26.67
Wheat,28395,1083,26.51
Wheat,28395,1083,28.02
Wheat,28395,1083,26.81
Wheat,28395,1083,24.98
Wheat,28395,1083,25.71
Wheat,28395,1083,26.61
Wheat,28395,1083,26.52
Wheat,28395,1083,27.29
Wheat,28395,1083,27.69
Wheat,28395,1083,26.31
Wheat,28395,1083,26.82
Wheat,28395,1083,26.02
Wheat,28395,1083,24.98
Wheat,28395,1083,26.93
Wheat,28395,1083,26.52
Wheat,28395,1083,26.54
Wheat,28395,1083,25.75
Wheat,28395,1083,27.16
Wheat,28395,1083,25.54
Wheat,28395,1083,27.68
Wheat,28395,1083,27.68
Wheat,28395,1083,26.67
Cassava,364770,1083,25.53
Cassava,364770,1083,27.29
Cassava,364770,1083,25.81
Cassava,364770,1083,24.35
Cassava,364770,1083,25.36
Cassava,364770,1083,25.72
Cassava,364770,1083,25.63
Cassava,364770,1083,26.41
Cassava,364770,1083,27.41
Cassava,364770,1083,25.45
Cassava,364770,1083,25.92
Cassava,364770,1083,25.06
Cassava,364770,1083,24.35
Cassava,364770,1083,26
Cassava,364770,1083,25.63
Cassava,364770,1083,25.48
Cassava,364770,1083,25.16
Cassava,364770,1083,26.84
Cassava,364770,1083,24.5
Cassava,364770,1083,27.02
Cassava,364770,1083,27.02
Cassava,364770,1083,25.64
Maize,24784,1083,25.53
Maize,24784,1083,27.29
Maize,24784,1083,25.81
Maize,24784,1083,24.35
Maize,24784,1083,25.36
Maize,24784,1083,25.72
Maize,24784,1083,25.63
Maize,24784,1083,26.41
Maize,24784,1083,27.41
Maize,24784,1083,25.45
Maize,24784,1083,25.92
Maize,24784,1083,25.06
Maize,24784,1083,24.35
Maize,24784,1083,26
Maize,24784,1083,25.63
Maize,24784,1083,25.48
Maize,24784,1083,25.16
Maize,24784,1083,26.84
Maize,24784,1083,24.5
Maize,24784,1083,27.02
Maize,24784,1083,27.02
Maize,24784,1083,25.64
Potatoes,227240,1083,25.53
Potatoes,227240,1083,27.29
Potatoes,227240,1083,25.81
Potatoes,227240,1083,24.35
Potatoes,227240,1083,25.36
Potatoes,227240,1083,25.72
Potatoes,227240,1083,25.63
Potatoes,227240,1083,26.41
Potatoes,227240,1083,27.41
Potatoes,227240,1083,25.45
Potatoes,227240,1083,25.92
Potatoes,227240,1083,25.06
Potatoes,227240,1083,24.35
Potatoes,227240,1083,26
Potatoes,227240,1083,25.63
Potatoes,227240,1083,25.48
Potatoes,227240,1083,25.16
Potatoes,227240,1083,26.84
Potatoes,227240,1083,24.5
Potatoes,227240,1083,27.02
Potatoes,227240,1083,27.02
Potatoes,227240,1083,25.64
Rice,35878,1083,25.53
Rice,35878,1083,27.29
Rice,35878,1083,25.81
Rice,35878,1083,24.35
Rice,35878,1083,25.36
Rice,35878,1083,25.72
Rice,35878,1083,25.63
Rice,35878,1083,26.41
Rice,35878,1083,27.41
Rice,35878,1083,25.45
Rice,35878,1083,25.92
Rice,35878,1083,25.06
Rice,35878,1083,24.35
Rice,35878,1083,26
Rice,35878,1083,25.63
Rice,35878,1083,25.48
Rice,35878,1083,25.16
Rice,35878,1083,26.84
Rice,35878,1083,24.5
Rice,35878,1083,27.02
Rice,35878,1083,27.02
Rice,35878,1083,25.64
Sorghum,9487,1083,25.53
Sorghum,9487,1083,27.29
Sorghum,9487,1083,25.81
Sorghum,9487,1083,24.35
Sorghum,9487,1083,25.36
Sorghum,9487,1083,25.72
Sorghum,9487,1083,25.63
Sorghum,9487,1083,26.41
Sorghum,9487,1083,27.41
Sorghum,9487,1083,25.45
Sorghum,9487,1083,25.92
Sorghum,9487,1083,25.06
Sorghum,9487,1083,24.35
Sorghum,9487,1083,26
Sorghum,9487,1083,25.63
Sorghum,9487,1083,25.48
Sorghum,9487,1083,25.16
Sorghum,9487,1083,26.84
Sorghum,9487,1083,24.5
Sorghum,9487,1083,27.02
Sorghum,9487,1083,27.02
Sorghum,9487,1083,25.64
Soybeans,11998,1083,25.53
Soybeans,11998,1083,27.29
Soybeans,11998,1083,25.81
Soybeans,11998,1083,24.35
Soybeans,11998,1083,25.36
Soybeans,11998,1083,25.72
Soybeans,11998,1083,25.63
Soybeans,11998,1083,26.41
Soybeans,11998,1083,27.41
Soybeans,11998,1083,25.45
Soybeans,11998,1083,25.92
Soybeans,11998,1083,25.06
Soybeans,11998,1083,24.35
Soybeans,11998,1083,26
Soybeans,11998,1083,25.63
Soybeans,11998,1083,25.48
Soybeans,11998,1083,25.16
Soybeans,11998,1083,26.84
Soybeans,11998,1083,24.5
Soybeans,11998,1083,27.02
Soybeans,11998,1083,27.02
Soybeans,11998,1083,25.64
Spotatoes,92456,1083,25.53
Spotatoes,92456,1083,27.29
Spotatoes,92456,1083,25.81
Spotatoes,92456,1083,24.35
Spotatoes,92456,1083,25.36
Spotatoes,92456,1083,25.72
Spotatoes,92456,1083,25.63
Spotatoes,92456,1083,26.41
Spotatoes,92456,1083,27.41
Spotatoes,92456,1083,25.45
Spotatoes,92456,1083,25.92
Spotatoes,92456,1083,25.06
Spotatoes,92456,1083,24.35
Spotatoes,92456,1083,26
Spotatoes,92456,1083,25.63
Spotatoes,92456,1083,25.48
Spotatoes,92456,1083,25.16
Spotatoes,92456,1083,26.84
Spotatoes,92456,1083,24.5
Spotatoes,92456,1083,27.02
Spotatoes,92456,1083,27.02
Spotatoes,92456,1083,25.64
Wheat,29886,1083,25.53
Wheat,29886,1083,27.29
Wheat,29886,1083,25.81
Wheat,29886,1083,24.35
Wheat,29886,1083,25.36
Wheat,29886,1083,25.72
Wheat,29886,1083,25.63
Wheat,29886,1083,26.41
Wheat,29886,1083,27.41
Wheat,29886,1083,25.45
Wheat,29886,1083,25.92
Wheat,29886,1083,25.06
Wheat,29886,1083,24.35
Wheat,29886,1083,26
Wheat,29886,1083,25.63
Wheat,29886,1083,25.48
Wheat,29886,1083,25.16
Wheat,29886,1083,26.84
Wheat,29886,1083,24.5
Wheat,29886,1083,27.02
Wheat,29886,1083,27.02
Wheat,29886,1083,25.64
Cassava,385818,1083,25.86
Cassava,385818,1083,27.03
Cassava,385818,1083,26.21
Cassava,385818,1083,24.37
Cassava,385818,1083,26.04
Cassava,385818,1083,25.82
Cassava,385818,1083,25.89
Cassava,385818,1083,26.94
Cassava,385818,1083,28.02
Cassava,385818,1083,25.39
Cassava,385818,1083,25.88
Cassava,385818,1083,25.45
Cassava,385818,1083,24.37
Cassava,385818,1083,26.33
Cassava,385818,1083,25.89
Cassava,385818,1083,25.98
Cassava,385818,1083,25.3
Cassava,385818,1083,26.65
Cassava,385818,1083,25.09
Cassava,385818,1083,26.89
Cassava,385818,1083,26.89
Cassava,385818,1083,26.09
Maize,25557,1083,25.86
Maize,25557,1083,27.03
Maize,25557,1083,26.21
Maize,25557,1083,24.37
Maize,25557,1083,26.04
Maize,25557,1083,25.82
Maize,25557,1083,25.89
Maize,25557,1083,26.94
Maize,25557,1083,28.02
Maize,25557,1083,25.39
Maize,25557,1083,25.88
Maize,25557,1083,25.45
Maize,25557,1083,24.37
Maize,25557,1083,26.33
Maize,25557,1083,25.89
Maize,25557,1083,25.98
Maize,25557,1083,25.3
Maize,25557,1083,26.65
Maize,25557,1083,25.09
Maize,25557,1083,26.89
Maize,25557,1083,26.89
Maize,25557,1083,26.09
Potatoes,217530,1083,25.86
Potatoes,217530,1083,27.03
Potatoes,217530,1083,26.21
Potatoes,217530,1083,24.37
Potatoes,217530,1083,26.04
Potatoes,217530,1083,25.82
Potatoes,217530,1083,25.89
Potatoes,217530,1083,26.94
Potatoes,217530,1083,28.02
Potatoes,217530,1083,25.39
Potatoes,217530,1083,25.88
Potatoes,217530,1083,25.45
Potatoes,217530,1083,24.37
Potatoes,217530,1083,26.33
Potatoes,217530,1083,25.89
Potatoes,217530,1083,25.98
Potatoes,217530,1083,25.3
Potatoes,217530,1083,26.65
Potatoes,217530,1083,25.09
Potatoes,217530,1083,26.89
Potatoes,217530,1083,26.89
Potatoes,217530,1083,26.09
Rice,36909,1083,25.86
Rice,36909,1083,27.03
Rice,36909,1083,26.21
Rice,36909,1083,24.37
Rice,36909,1083,26.04
Rice,36909,1083,25.82
Rice,36909,1083,25.89
Rice,36909,1083,26.94
Rice,36909,1083,28.02
Rice,36909,1083,25.39
Rice,36909,1083,25.88
Rice,36909,1083,25.45
Rice,36909,1083,24.37
Rice,36909,1083,26.33
Rice,36909,1083,25.89
Rice,36909,1083,25.98
Rice,36909,1083,25.3
Rice,36909,1083,26.65
Rice,36909,1083,25.09
Rice,36909,1083,26.89
Rice,36909,1083,26.89
Rice,36909,1083,26.09
Sorghum,9568,1083,25.86
Sorghum,9568,1083,27.03
Sorghum,9568,1083,26.21
Sorghum,9568,1083,24.37
Sorghum,9568,1083,26.04
Sorghum,9568,1083,25.82
Sorghum,9568,1083,25.89
Sorghum,9568,1083,26.94
Sorghum,9568,1083,28.02
Sorghum,9568,1083,25.39
Sorghum,9568,1083,25.88
Sorghum,9568,1083,25.45
Sorghum,9568,1083,24.37
Sorghum,9568,1083,26.33
Sorghum,9568,1083,25.89
Sorghum,9568,1083,25.98
Sorghum,9568,1083,25.3
Sorghum,9568,1083,26.65
Sorghum,9568,1083,25.09
Sorghum,9568,1083,26.89
Sorghum,9568,1083,26.89
Sorghum,9568,1083,26.09
Soybeans,13530,1083,25.86
Soybeans,13530,1083,27.03
Soybeans,13530,1083,26.21
Soybeans,13530,1083,24.37
Soybeans,13530,1083,26.04
Soybeans,13530,1083,25.82
Soybeans,13530,1083,25.89
Soybeans,13530,1083,26.94
Soybeans,13530,1083,28.02
Soybeans,13530,1083,25.39
Soybeans,13530,1083,25.88
Soybeans,13530,1083,25.45
Soybeans,13530,1083,24.37
Soybeans,13530,1083,26.33
Soybeans,13530,1083,25.89
Soybeans,13530,1083,25.98
Soybeans,13530,1083,25.3
Soybeans,13530,1083,26.65
Soybeans,13530,1083,25.09
Soybeans,13530,1083,26.89
Soybeans,13530,1083,26.89
Soybeans,13530,1083,26.09
Spotatoes,97174,1083,25.86
Spotatoes,97174,1083,27.03
Spotatoes,97174,1083,26.21
Spotatoes,97174,1083,24.37
Spotatoes,97174,1083,26.04
Spotatoes,97174,1083,25.82
Spotatoes,97174,1083,25.89
Spotatoes,97174,1083,26.94
Spotatoes,97174,1083,28.02
Spotatoes,97174,1083,25.39
Spotatoes,97174,1083,25.88
Spotatoes,97174,1083,25.45
Spotatoes,97174,1083,24.37
Spotatoes,97174,1083,26.33
Spotatoes,97174,1083,25.89
Spotatoes,97174,1083,25.98
Spotatoes,97174,1083,25.3
Spotatoes,97174,1083,26.65
Spotatoes,97174,1083,25.09
Spotatoes,97174,1083,26.89
Spotatoes,97174,1083,26.89
Spotatoes,97174,1083,26.09
Wheat,31775,1083,25.86
Wheat,31775,1083,27.03
Wheat,31775,1083,26.21
Wheat,31775,1083,24.37
Wheat,31775,1083,26.04
Wheat,31775,1083,25.82
Wheat,31775,1083,25.89
Wheat,31775,1083,26.94
Wheat,31775,1083,28.02
Wheat,31775,1083,25.39
Wheat,31775,1083,25.88
Wheat,31775,1083,25.45
Wheat,31775,1083,24.37
Wheat,31775,1083,26.33
Wheat,31775,1083,25.89
Wheat,31775,1083,25.98
Wheat,31775,1083,25.3
Wheat,31775,1083,26.65
Wheat,31775,1083,25.09
Wheat,31775,1083,26.89
Wheat,31775,1083,26.89
Wheat,31775,1083,26.09
Cassava,349594,1083,26.69
Cassava,349594,1083,27.61
Cassava,349594,1083,27.1
Cassava,349594,1083,25.44
Cassava,349594,1083,26.61
Cassava,349594,1083,26.37
Cassava,349594,1083,26.71
Cassava,349594,1083,27.37
Cassava,349594,1083,28.85
Cassava,349594,1083,25.94
Cassava,349594,1083,26.84
Cassava,349594,1083,26.12
Cassava,349594,1083,25.44
Cassava,349594,1083,27.11
Cassava,349594,1083,26.71
Cassava,349594,1083,26.79
Cassava,349594,1083,25.85
Cassava,349594,1083,27.14
Cassava,349594,1083,25.98
Cassava,349594,1083,27.44
Cassava,349594,1083,27.44
Cassava,349594,1083,26.99
Maize,25726,1083,26.69
Maize,25726,1083,27.61
Maize,25726,1083,27.1
Maize,25726,1083,25.44
Maize,25726,1083,26.61
Maize,25726,1083,26.37
Maize,25726,1083,26.71
Maize,25726,1083,27.37
Maize,25726,1083,28.85
Maize,25726,1083,25.94
Maize,25726,1083,26.84
Maize,25726,1083,26.12
Maize,25726,1083,25.44
Maize,25726,1083,27.11
Maize,25726,1083,26.71
Maize,25726,1083,26.79
Maize,25726,1083,25.85
Maize,25726,1083,27.14
Maize,25726,1083,25.98
Maize,25726,1083,27.44
Maize,25726,1083,27.44
Maize,25726,1083,26.99
Potatoes,227606,1083,26.69
Potatoes,227606,1083,27.61
Potatoes,227606,1083,27.1
Potatoes,227606,1083,25.44
Potatoes,227606,1083,26.61
Potatoes,227606,1083,26.37
Potatoes,227606,1083,26.71
Potatoes,227606,1083,27.37
Potatoes,227606,1083,28.85
Potatoes,227606,1083,25.94
Potatoes,227606,1083,26.84
Potatoes,227606,1083,26.12
Potatoes,227606,1083,25.44
Potatoes,227606,1083,27.11
Potatoes,227606,1083,26.71
Potatoes,227606,1083,26.79
Potatoes,227606,1083,25.85
Potatoes,227606,1083,27.14
Potatoes,227606,1083,25.98
Potatoes,227606,1083,27.44
Potatoes,227606,1083,27.44
Potatoes,227606,1083,26.99
Rice,36070,1083,26.69
Rice,36070,1083,27.61
Rice,36070,1083,27.1
Rice,36070,1083,25.44
